accident_id,Country,Year,Month,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Population Density
ACC00138,Russia,2024,December,Main Road,Windy,115.3723021,2,57,Male,0.176234467,1,Good,2,0,Severe,16,4,35.40205296,7041.542537,Drunk Driving,5,16827.57368,10742.69297,2974.654509
ACC00139,India,2024,October,Main Road,Rainy,370.5484679,2,42,Male,0.004850077,0,Poor,2,0,Moderate,2,0,28.50156853,6775.214656,Mechanical Failure,0,33829.38016,35790.09293,3833.252533
ACC00140,USA,2024,October,Main Road,Rainy,70.35314734,2,76,Female,0.173646453,0,Good,1,2,Severe,18,2,16.77407925,3164.380206,Weather,2,23677.49621,3635.314231,2813.155723
ACC00141,Japan,2024,February,Street,Windy,315.7096479,3,77,Female,0.196264998,0,Poor,2,2,Minor,14,0,41.70880139,3161.012249,Mechanical Failure,7,47744.43078,9606.944086,3560.222202
ACC00142,Japan,2024,April,Highway,Rainy,423.4836668,2,117,Male,0.163001398,0,Good,1,1,Moderate,0,3,30.70680401,9240.624529,Drunk Driving,3,17633.10848,85427.68547,1766.362612
ACC00143,UK,2024,September,Main Road,Rainy,487.9159288,4,79,Male,0.096539216,1,Moderate,0,0,Severe,13,1,41.87030054,2194.923458,Weather,3,27505.25979,10886.84114,2754.974459
ACC00144,Germany,2024,September,Street,Rainy,487.3580226,2,73,Male,0.162375351,1,Poor,1,2,Severe,2,0,32.80745555,5114.13177,Mechanical Failure,0,12892.01003,66532.04815,2059.561471
ACC00145,Russia,2024,June,Main Road,Snowy,317.8170164,3,110,Female,0.04548912,1,Good,0,2,Moderate,9,3,57.29043215,7332.210399,Distracted Driving,9,27668.27957,34491.0505,4444.071321
ACC00146,China,2024,December,Highway,Snowy,254.294184,3,74,Female,0.047790664,0,Poor,1,1,Minor,5,0,49.24055044,6937.101962,Mechanical Failure,3,41336.26554,4374.250954,3052.001931
ACC00147,Germany,2024,January,Street,Foggy,302.0777197,3,103,Female,0.129452927,1,Good,0,0,Minor,3,3,53.84435443,3048.545199,Drunk Driving,0,9266.452713,37440.79683,2415.276447
ACC00148,USA,2024,August,Highway,Windy,461.3662518,1,111,Female,0.067833946,1,Poor,1,2,Moderate,2,1,11.10265576,7961.625196,Distracted Driving,4,38827.27631,98376.11419,2842.854599
ACC00149,Brazil,2024,April,Street,Clear,112.0517529,3,50,Male,0.215305572,0,Poor,1,2,Moderate,1,0,31.86609816,6984.272698,Distracted Driving,1,6282.322758,64912.95997,2212.18
ACC00150,UK,2024,November,Street,Clear,133.0525473,2,103,Female,0.056194661,0,Poor,1,0,Moderate,13,4,5.997395313,8368.471473,Distracted Driving,8,46622.87107,89945.464,2702.011199
ACC00151,Japan,2024,March,Street,Snowy,141.7683173,2,106,Female,0.166730545,0,Poor,2,0,Moderate,6,4,31.32293364,8300.232,Mechanical Failure,4,6228.775019,80888.49185,556.4955674
ACC00152,China,2024,May,Highway,Clear,457.5358387,1,35,Male,0.114664378,1,Poor,1,0,Moderate,8,2,45.41039037,6261.442579,Weather,0,15396.85233,82110.98068,1047.795475
ACC00153,Australia,2024,October,Main Road,Foggy,393.4127451,1,35,Female,0.176315455,1,Moderate,2,2,Minor,5,1,54.1266592,9751.688219,Distracted Driving,5,25969.23719,11182.72098,2422.204226
ACC00154,Japan,2024,November,Highway,Foggy,397.8705419,4,44,Male,0.169329732,0,Good,0,2,Minor,11,1,45.95271388,4501.301195,Weather,3,13316.94172,40979.46596,1006.157357
ACC00155,Brazil,2024,November,Highway,Rainy,162.6304966,3,78,Male,0.221709055,1,Poor,1,0,Severe,8,4,25.35491977,4985.362181,Distracted Driving,4,11839.20612,10269.6042,2286.516367
ACC00156,Russia,2024,January,Street,Windy,360.6096891,2,118,Male,0.223931141,0,Poor,1,1,Severe,13,0,49.98932269,5828.339993,Weather,8,26438.58352,95805.60554,359.0181637
ACC00157,Brazil,2024,June,Street,Foggy,77.21011808,4,50,Male,0.17831689,1,Poor,0,1,Moderate,3,1,51.99151347,8259.558924,Speeding,6,1872.064639,60869.95269,1297.477866
ACC00158,Australia,2024,November,Street,Foggy,163.539765,4,108,Male,0.24235717,0,Good,2,2,Minor,16,2,43.45831113,1160.218469,Distracted Driving,0,8179.752985,62082.44193,2972.010819
ACC00159,Brazil,2024,September,Highway,Clear,218.7080535,3,60,Female,0.165732194,1,Poor,2,1,Minor,7,1,55.00072299,4136.133586,Drunk Driving,5,14486.22768,61274.19613,1658.543802
ACC00160,Japan,2024,December,Main Road,Foggy,167.5833084,1,72,Female,0.18283368,0,Good,0,0,Minor,14,4,43.5631887,4533.726374,Distracted Driving,7,45679.07287,55006.24945,2268.585711
ACC00161,Germany,2024,July,Highway,Windy,218.1403966,3,47,Female,0.036075051,1,Moderate,2,0,Moderate,9,4,8.209647833,6845.898221,Speeding,7,3772.512368,28702.90744,428.6790022
ACC00162,USA,2024,December,Highway,Windy,447.3398727,1,69,Male,0.136085172,1,Moderate,0,0,Moderate,6,4,44.80021974,9502.469954,Weather,9,25442.61693,53601.86897,1820.400149
ACC00163,USA,2024,April,Main Road,Windy,184.5354182,4,103,Female,0.067446358,0,Moderate,2,2,Moderate,5,2,51.53006178,6236.368241,Distracted Driving,6,8577.750897,74440.85729,713.1605153
ACC00164,UK,2024,September,Main Road,Rainy,60.60787604,1,48,Male,0.086248495,1,Poor,0,1,Severe,17,0,40.82324619,6000.562547,Distracted Driving,6,1807.650151,70482.06401,2814.289145
ACC00165,India,2024,June,Main Road,Foggy,116.447871,4,74,Female,0.216966635,0,Poor,0,2,Minor,16,0,58.25382137,6888.627643,Weather,2,15446.82314,81521.99928,3670.006952
ACC00166,China,2024,March,Highway,Snowy,438.196895,1,43,Female,0.030588621,1,Poor,0,1,Severe,8,1,42.93142966,3182.656739,Speeding,1,22773.84942,15090.59671,4212.293944
ACC00167,Brazil,2024,February,Highway,Foggy,160.1155391,4,99,Female,0.054308788,1,Moderate,2,0,Minor,12,4,31.59672897,859.6469083,Mechanical Failure,1,49172.12033,8983.152077,3724.553495
ACC00168,Russia,2024,August,Street,Snowy,334.7317972,1,90,Male,0.144135051,0,Poor,0,2,Minor,15,2,22.66619496,7731.364115,Speeding,7,22852.45024,6005.850438,566.3390866
ACC00169,UK,2024,September,Highway,Snowy,102.2007011,3,110,Female,0.095778073,1,Good,0,2,Minor,2,3,33.92204077,2574.887995,Speeding,4,22457.18386,45649.5496,323.3914106
ACC00170,India,2024,February,Street,Snowy,494.8085253,3,94,Female,0.051903588,0,Good,1,0,Minor,17,3,24.35125983,6928.034205,Drunk Driving,2,14645.25996,69187.89684,3973.144444
ACC00171,UK,2024,May,Highway,Foggy,70.05053276,1,34,Male,0.074874627,0,Good,0,1,Minor,18,2,17.30458768,1594.525383,Drunk Driving,6,21453.16286,71120.58919,4846.798553
ACC00172,UK,2024,April,Street,Clear,299.5702711,1,32,Female,0.146470544,1,Moderate,1,2,Severe,11,1,58.97757467,5332.586355,Mechanical Failure,5,18904.549,70143.65414,4173.329619
ACC00173,Germany,2024,March,Highway,Rainy,95.31730779,1,69,Male,0.044519643,0,Good,2,1,Severe,15,2,53.2213263,4108.457643,Mechanical Failure,0,14840.16479,77383.38358,1746.846917
ACC00174,China,2024,February,Highway,Rainy,124.3433301,3,39,Female,0.207469471,0,Moderate,2,0,Minor,2,2,36.3249857,8382.532632,Drunk Driving,4,14746.09875,7826.308651,282.7548028
ACC00175,USA,2024,June,Main Road,Rainy,219.6682008,2,73,Female,0.2349279,0,Good,2,1,Severe,6,2,19.08742917,4019.641998,Speeding,0,21351.49427,31941.8484,590.3122361
ACC00176,India,2024,November,Main Road,Rainy,225.2112699,4,109,Male,0.071320251,1,Poor,2,2,Moderate,16,2,13.37659869,7560.652092,Distracted Driving,6,37332.99545,24043.85656,503.9018597
ACC00177,USA,2024,August,Street,Windy,421.3492556,1,84,Male,0.033192676,0,Moderate,2,1,Minor,5,0,12.93918825,4963.644223,Weather,7,3688.3937,55470.54344,2980.875054
ACC00178,Canada,2024,January,Highway,Foggy,104.0536718,1,101,Female,0.163430059,0,Moderate,1,2,Minor,8,3,5.368108519,2571.933383,Distracted Driving,0,27156.40547,10657.20358,1299.568932
ACC00179,USA,2024,August,Street,Rainy,290.9562067,4,71,Male,0.128051912,0,Poor,1,0,Moderate,1,3,31.18861112,3159.528786,Mechanical Failure,2,40074.48702,29884.69079,1907.663536
ACC00180,Canada,2024,March,Highway,Snowy,70.92970509,1,58,Female,0.189171907,1,Good,1,2,Moderate,8,0,47.51347325,1850.434523,Drunk Driving,9,21540.50212,86009.12613,4288.472793
ACC00181,USA,2024,December,Main Road,Clear,237.2350402,4,60,Male,0.228380437,1,Good,0,0,Severe,12,4,50.56281477,9402.009181,Speeding,7,3488.571177,58783.68177,462.2980592
ACC00182,Brazil,2024,August,Main Road,Clear,422.2128055,2,75,Female,0.089717206,0,Poor,0,2,Minor,11,0,41.95570758,5814.124226,Distracted Driving,4,30672.58593,89093.70355,1200.073847
ACC00183,China,2024,March,Main Road,Rainy,328.4919884,3,113,Male,0.114406289,1,Good,0,1,Moderate,7,2,37.16012195,1271.430734,Speeding,1,42113.40105,87422.9255,3709.703765
ACC00184,Australia,2024,April,Street,Rainy,158.3890645,1,70,Female,0.147619269,0,Moderate,0,1,Moderate,6,1,42.37432624,9059.433336,Weather,9,32557.82269,90696.44489,3730.042669
ACC00185,Australia,2024,July,Main Road,Rainy,407.2536756,2,111,Male,0.11557128,1,Poor,2,1,Minor,15,2,14.40831294,1753.27315,Mechanical Failure,1,8642.941284,97641.14433,3348.323626
ACC00186,Brazil,2024,April,Highway,Rainy,127.6598968,3,102,Female,0.037243102,0,Good,2,0,Minor,15,0,40.72348854,8737.790933,Speeding,7,29327.29937,51402.51876,2808.964026
ACC00187,Russia,2024,June,Highway,Foggy,365.1452229,2,79,Female,0.114078025,1,Poor,1,2,Moderate,8,4,53.69719629,8878.049126,Speeding,6,22217.47343,37913.26134,3765.537115
ACC00188,India,2024,July,Highway,Rainy,439.6986491,2,65,Female,0.224583867,1,Moderate,1,2,Moderate,6,1,8.662006492,538.3528441,Mechanical Failure,2,47456.70933,77552.52111,1965.853169
ACC00189,Canada,2024,June,Main Road,Clear,462.1826369,4,95,Female,0.001863019,0,Moderate,1,1,Moderate,19,0,46.70264494,9223.933573,Distracted Driving,4,19452.94959,80343.41527,1526.643158
ACC00190,India,2024,April,Highway,Windy,399.0127553,1,86,Male,0.057948979,0,Poor,0,0,Severe,7,3,33.90261884,9893.43475,Weather,1,26612.38092,43771.72595,3087.894229
ACC00191,Germany,2024,January,Street,Rainy,111.2827456,2,88,Male,0.023143791,0,Poor,1,1,Minor,7,2,35.11198024,4121.515469,Weather,9,6502.744422,12480.84856,1225.442297
ACC00192,Germany,2024,October,Street,Windy,292.4570562,2,79,Male,0.245621183,1,Good,0,2,Moderate,6,3,46.891275,6890.761201,Distracted Driving,0,14562.92381,58502.45021,3149.888324
ACC00193,India,2024,January,Main Road,Windy,182.8231378,3,52,Male,0.086932441,0,Moderate,0,0,Severe,6,3,10.47919264,7357.857926,Weather,0,14074.94593,63909.49189,2445.261059
ACC00194,USA,2024,September,Main Road,Clear,331.1917659,1,59,Female,0.177025682,0,Poor,0,0,Moderate,8,3,32.14872694,9310.679993,Speeding,5,38576.43319,43229.73814,676.9134726
ACC00195,Germany,2024,October,Highway,Rainy,254.3177546,4,83,Female,0.048052336,1,Poor,1,2,Moderate,19,0,52.54752257,1108.603442,Speeding,9,4120.23145,94390.30797,3026.051936
ACC00196,Russia,2024,February,Main Road,Snowy,169.9914103,4,76,Male,0.029145725,1,Good,0,1,Moderate,12,1,58.48967589,3591.786495,Weather,8,13789.46275,24382.87313,4959.46747
ACC00197,Russia,2024,November,Highway,Clear,184.3090377,2,112,Female,0.139016251,0,Good,1,2,Minor,9,3,37.30209733,5874.888701,Weather,5,30005.03958,88125.73532,3764.232388
ACC00198,China,2024,May,Highway,Foggy,332.4247054,3,80,Male,0.15399901,1,Poor,1,2,Minor,10,4,29.64423542,3265.169118,Drunk Driving,4,3274.179806,27214.04922,576.0340232
ACC00199,USA,2024,January,Main Road,Rainy,489.5966433,4,65,Male,0.136826429,0,Moderate,2,0,Moderate,17,0,47.69979757,794.0593807,Mechanical Failure,8,31017.42962,96950.72239,3297.158865
ACC00200,Brazil,2024,June,Main Road,Rainy,332.6020756,1,100,Male,0.185509917,1,Moderate,1,0,Severe,14,3,38.62873036,3093.183915,Distracted Driving,7,13391.33754,59029.13199,3562.684835
ACC00201,Canada,2024,July,Highway,Rainy,144.1584147,3,36,Male,0.07393953,0,Good,1,2,Minor,17,0,19.95426988,7693.179022,Weather,6,13736.62419,77054.9954,3948.925029
ACC00202,India,2024,October,Highway,Clear,167.1832644,3,80,Female,0.051864601,0,Poor,2,2,Severe,14,0,12.81806152,7928.844281,Distracted Driving,7,32928.24742,21493.27087,4304.169284
ACC00203,Brazil,2024,May,Main Road,Clear,220.3769507,2,44,Male,0.006974044,0,Poor,2,1,Minor,2,2,21.71136305,2196.558667,Distracted Driving,4,35090.58184,14182.49389,4986.686041
ACC00204,UK,2024,April,Main Road,Windy,163.6743348,2,49,Female,0.022818251,0,Poor,1,1,Minor,9,4,11.2269717,1616.985173,Drunk Driving,8,40847.51065,66715.7637,3649.813927
ACC00205,Brazil,2024,August,Street,Foggy,254.8003847,1,93,Female,0.178562596,0,Good,2,0,Moderate,12,4,59.38609462,237.4535082,Distracted Driving,2,15486.52399,18106.86725,4111.525414
ACC00206,Russia,2024,October,Highway,Snowy,292.0993567,1,79,Female,0.168435491,0,Moderate,0,2,Severe,18,0,34.07529707,5413.953003,Speeding,6,8232.560446,58960.98536,4479.923346
ACC00207,Canada,2024,January,Highway,Clear,468.2480033,3,115,Female,0.112209614,0,Moderate,2,2,Severe,11,0,7.139854282,7561.091547,Weather,7,31938.0724,95454.82064,3526.942429
ACC00208,Japan,2024,December,Highway,Foggy,63.94290428,2,76,Male,0.088618502,0,Moderate,2,2,Severe,17,3,31.70755279,2812.348281,Mechanical Failure,7,18354.92619,16478.82184,2524.557334
ACC00209,India,2024,February,Main Road,Snowy,116.551609,2,68,Female,0.120081561,0,Moderate,2,1,Minor,3,4,7.331868818,5510.713672,Distracted Driving,5,8423.057677,99527.74719,3597.73531
ACC00210,Russia,2024,November,Main Road,Foggy,340.3643294,1,68,Female,0.110528588,0,Poor,2,2,Minor,17,3,11.28272982,6013.346695,Weather,0,27564.6436,53585.31119,3736.454362
ACC00211,Canada,2024,June,Highway,Rainy,313.3191103,4,70,Male,0.108348575,1,Moderate,1,0,Minor,6,1,28.77741233,3357.53524,Mechanical Failure,3,46513.32295,82594.0443,435.6168495
ACC00212,India,2024,October,Main Road,Windy,158.9582303,3,32,Male,0.20649313,0,Good,1,2,Minor,0,3,43.22006211,6701.952328,Mechanical Failure,4,4717.958873,85058.63893,389.8844419
ACC00213,Canada,2024,June,Main Road,Windy,70.18654708,4,51,Female,0.044192812,0,Good,0,1,Moderate,3,4,20.20999471,5872.734903,Mechanical Failure,4,11199.19318,3710.693391,4134.248311
ACC00214,Brazil,2024,December,Street,Snowy,331.5475143,1,112,Male,0.235153263,1,Moderate,0,2,Severe,0,1,20.74664467,9169.670232,Weather,1,24049.43466,4655.27428,4468.476317
ACC00215,India,2024,May,Main Road,Rainy,394.7317602,3,70,Male,0.189147275,1,Poor,1,1,Severe,14,1,26.12078243,2562.303995,Mechanical Failure,9,11843.91768,9295.443376,4311.278349
ACC00216,UK,2024,July,Street,Foggy,395.6662209,2,69,Male,0.19659664,0,Moderate,0,1,Severe,19,2,9.398874363,3104.205832,Speeding,6,46834.50456,53038.39059,3675.845974
ACC00217,China,2024,August,Main Road,Rainy,155.9187077,2,90,Male,0.098160105,1,Moderate,1,0,Severe,2,1,22.95389782,3240.450406,Weather,2,4082.68481,65151.92683,2469.260912
ACC00218,UK,2024,February,Main Road,Rainy,88.54326956,4,48,Male,0.081946101,1,Good,2,0,Severe,12,2,17.5527747,5444.195559,Distracted Driving,8,21678.6948,76950.22318,1150.82716
ACC00219,Brazil,2024,June,Main Road,Snowy,340.3422613,4,61,Male,0.087416398,1,Good,0,0,Minor,16,3,8.129827951,7932.793602,Drunk Driving,5,16624.40433,25701.40695,1430.831588
ACC00220,UK,2024,June,Highway,Windy,496.7433649,2,99,Male,0.030420256,1,Poor,2,0,Moderate,16,1,38.10074254,1993.935678,Mechanical Failure,3,15430.28565,7787.003675,4034.027791
ACC00221,China,2024,August,Street,Foggy,305.7596521,2,35,Male,0.177250846,0,Poor,0,2,Severe,16,3,14.53473447,9859.793745,Drunk Driving,3,33897.25981,13533.56343,2843.538637
ACC00222,India,2024,December,Main Road,Windy,129.6251371,1,46,Male,0.205461279,0,Good,1,0,Moderate,5,1,48.87320008,3401.221096,Weather,1,35775.53301,97152.011,2285.668442
ACC00223,India,2024,July,Street,Rainy,173.8073051,2,43,Female,0.026527998,0,Good,1,2,Moderate,18,3,32.24904113,8795.274168,Drunk Driving,2,42112.48451,48218.92323,2615.23814
ACC00224,Brazil,2024,September,Highway,Windy,336.5458048,1,76,Female,0.13823283,0,Good,2,2,Moderate,4,4,18.20663829,4262.615712,Distracted Driving,1,1186.38386,61411.72854,1494.772418
ACC00225,China,2024,May,Highway,Windy,298.9814012,3,85,Male,0.140035456,0,Moderate,2,2,Minor,0,0,55.98132409,4051.657924,Distracted Driving,9,13947.26588,28259.28225,4742.192336
ACC00226,Japan,2024,May,Street,Rainy,403.208669,2,45,Male,0.080476529,1,Good,1,1,Minor,15,3,7.945013424,8279.750301,Weather,6,4055.007237,82705.59842,4746.007892
ACC00227,India,2024,February,Main Road,Rainy,305.6072406,1,59,Male,0.010037516,0,Poor,1,2,Moderate,5,2,28.81016141,7241.939457,Drunk Driving,1,29502.86128,74892.78484,4204.520151
ACC00228,China,2024,May,Street,Clear,186.2624648,1,73,Male,0.212108726,0,Poor,0,0,Moderate,16,4,45.21182561,6693.591377,Distracted Driving,2,49674.29174,12960.00055,320.4459076
ACC00229,Germany,2024,February,Street,Clear,245.662336,3,74,Male,0.206321478,1,Moderate,2,2,Severe,0,1,18.0536249,2201.310673,Drunk Driving,9,6580.975701,67631.29901,3280.805011
ACC00230,India,2024,January,Highway,Clear,460.0230805,4,92,Female,0.207521851,0,Moderate,1,2,Severe,1,0,57.03119778,6698.379655,Speeding,8,19180.41622,35078.6367,3581.164435
ACC00231,Canada,2024,July,Main Road,Clear,299.1356422,4,59,Male,0.05985557,1,Poor,1,1,Moderate,16,3,21.14498307,6759.007251,Distracted Driving,2,28043.94622,86282.78946,340.2099095
ACC00232,Russia,2024,June,Main Road,Rainy,370.3660573,3,119,Male,0.100530949,1,Good,2,2,Moderate,0,2,59.27154058,4116.611118,Weather,9,46511.32924,40516.52654,2722.17036
ACC00233,Germany,2024,February,Street,Windy,258.6325688,2,89,Female,0.153161803,1,Poor,0,2,Moderate,4,0,46.62854462,3840.971286,Distracted Driving,6,31810.03375,81762.95806,3303.445229
ACC00234,China,2024,February,Street,Windy,137.6909962,1,30,Female,0.222227784,1,Poor,2,0,Minor,10,0,25.0127123,2205.525402,Speeding,7,44619.0422,19248.47893,1703.471525
ACC00235,Germany,2024,September,Main Road,Rainy,304.9100106,3,49,Female,0.124698805,1,Good,0,2,Moderate,16,4,6.697857465,2892.200349,Distracted Driving,4,27911.12094,58632.66679,4219.490891
ACC00236,Germany,2024,November,Main Road,Windy,370.084006,1,104,Male,0.098471065,0,Good,2,2,Minor,0,1,55.94059409,4904.674182,Speeding,7,35170.99704,18290.89271,46.05956339
ACC00237,Russia,2024,November,Street,Snowy,151.3424629,4,109,Female,0.009767956,1,Good,1,2,Minor,3,2,43.65822367,2821.583555,Weather,0,19601.63693,31814.11925,1545.070919
ACC00238,Germany,2024,February,Highway,Foggy,298.552471,2,74,Male,0.089367923,1,Good,0,0,Minor,11,3,29.23834536,8373.817883,Drunk Driving,8,11982.36089,84963.94463,934.6987448
ACC00239,Russia,2024,September,Main Road,Snowy,460.4478825,4,64,Male,0.078214667,1,Moderate,0,1,Minor,18,2,12.55048708,1173.934008,Speeding,0,44039.78933,44289.05161,4580.554926
ACC00240,Japan,2024,July,Highway,Rainy,376.6840958,1,79,Male,0.022397209,0,Good,0,2,Minor,14,1,20.93166212,9092.715768,Mechanical Failure,9,17943.99778,14143.38487,2755.519784
ACC00241,Brazil,2024,March,Street,Rainy,120.0277578,3,73,Male,0.031102185,1,Poor,1,1,Severe,4,0,23.45233528,4787.967634,Mechanical Failure,4,38982.82198,66668.49187,505.2339314
ACC00242,UK,2024,July,Main Road,Snowy,280.5511024,4,94,Male,0.002334286,1,Moderate,1,2,Minor,12,0,34.59730244,7288.093958,Mechanical Failure,1,49908.28114,63219.87451,3019.008203
ACC00243,China,2024,August,Main Road,Clear,477.6148457,3,82,Female,0.18670763,1,Good,0,1,Moderate,8,4,35.49935442,2682.130173,Distracted Driving,1,36647.23283,80909.76454,4529.16255
ACC00244,UK,2024,March,Main Road,Rainy,433.064331,2,65,Male,0.236583965,1,Moderate,2,0,Severe,0,1,28.99356259,540.019294,Mechanical Failure,2,27683.24684,14695.04496,4911.447303
ACC00245,USA,2024,May,Street,Foggy,215.8684332,2,118,Male,0.150993186,0,Moderate,1,1,Minor,8,1,55.86692744,4773.462751,Distracted Driving,1,23018.2575,53235.73911,1765.164422
ACC00246,Japan,2024,January,Highway,Windy,61.88468011,3,93,Male,0.225921341,0,Good,2,1,Moderate,0,4,56.63092291,6252.358819,Speeding,2,21439.2824,81526.06218,1212.750918
ACC00247,UK,2024,September,Street,Clear,469.0285173,1,46,Female,0.218496525,0,Moderate,1,2,Moderate,9,2,18.38484998,1187.167689,Drunk Driving,2,22306.6702,11969.8887,833.4922684
ACC00248,Canada,2024,December,Street,Foggy,110.6289589,1,97,Female,0.121350317,1,Moderate,1,1,Moderate,15,4,43.69750315,5863.602283,Drunk Driving,1,24612.05326,23069.33323,2510.415831
ACC00249,Germany,2024,June,Main Road,Clear,187.6983352,3,58,Female,0.075219167,1,Good,2,2,Moderate,7,2,54.74923913,7245.955011,Mechanical Failure,2,30669.69416,12068.72145,1727.75429
ACC00250,Japan,2024,March,Main Road,Windy,116.7342408,3,58,Male,0.081626925,0,Poor,2,1,Severe,6,2,32.96781914,3466.850389,Distracted Driving,8,27138.69875,71582.91573,3459.095381
ACC00251,Brazil,2024,October,Highway,Snowy,58.69384961,2,61,Male,0.026539109,0,Good,1,1,Minor,14,1,16.84528794,1431.17118,Mechanical Failure,9,43732.22926,36499.02625,3333.155862
ACC00252,Canada,2024,March,Main Road,Foggy,372.4087528,4,44,Male,0.116347559,1,Good,2,0,Minor,14,0,49.97474134,1499.621791,Drunk Driving,5,5909.571847,25464.2325,4715.221425
ACC00253,Canada,2024,March,Main Road,Windy,236.6175958,3,83,Male,0.171907856,1,Moderate,2,1,Severe,11,1,15.22972168,9775.258994,Mechanical Failure,4,27657.51345,37098.56693,2638.772187
